,Tweet ID,Content,Named Candidate/Partylist
825,tweet_id:1869921088714747971,"Kailangan na kailangan natin silang ibalik (Senators Bato at Bong Go) sa Senado sa 2025 midterm elections.

Both of them are still necessary.#BatoDelaRosa2025#BongGo2025#NLE2025",Bong Go
826,tweet_id:1868713000347267252,"I don't really have the energy to add to the discourse of Kiko's groufie with BBM in Sharon's IG post.

Ang masasabi ko lang, I still plan to vote for KikoBam, and I'm also going to vote for Makabayan and other liberal/left-wing bets.#Halalan2025",Makabayan
827,tweet_id:1868687356183949822,"A reminder that Rodrigo Duterte also hosted a dinner with celebrities back in 2019. 

This isn't just a BBM thing. #Halalan2025",
828,tweet_id:1868547987829621014,"I never wanna hear the myth of ""smart Cebuano voters"" ever again.#Halalan2025",
829,tweet_id:1867464474044879257,"A total of 66 senatorial aspirants, including televangelist Apollo Quiboloy, have made it to the Commission on Elections’ final list of senatorial candidates in the 2025 midterm elections. #Halalan2025READ: abs-cbn.com/news/nation/20
…",Apollo Quiboloy
830,tweet_id:1867372779043250566,"It looks like a new The Kingdom (2024) trailer than a political ad.

+ why do you have to add the children and call it an operation scar a “tatak” like it’s some entrance permit #Halalan2025",
831,tweet_id:1866377698756759585,Manila 3rd District Representative Joel Chua says impeachment proceedings against VP Sara Duterte may face time constraints due to the upcoming #Halalan2025 where politicians are expected to be busy during the campaign period. #DatelinePhilippines,
832,tweet_id:1865954079245304074,"71 out of 82 Philippine governors belong to political clans. 

Click the provinces and it will show you if a political clan rules a province or not:pcij.org/2024/12/08/gov
…#PHvote",
833,tweet_id:1865951278729511042,"Seryoso, anyare kay Philip Salvador? Pinilit nilang patakbuhin, pero di nila sinali sa TV ad nila.

Ginawang abandonadong tuta ang dating action star. #Halalan2025",
834,tweet_id:1865711233300938914,"We expected to see high numbers, but it still surprised us to see the extent that political clans have captured our politics. 

Check out our map. Click the provinces to see our research data: pcij.org/2024/12/08/gov
…We're not done yet. More stories this week.#PHvote",
835,tweet_id:1865320928550277317,"LOL  

Aigoooo! Mga kandidato ng China in one political campaign ad. #TutaNgChina for #Halalan2025",
836,tweet_id:1864209939935449538,"NEW PCIJ REPORT: Political dynasties also swarm the party-list elections

READ: pcij.org/2024/12/04/pol
… #PHvote",
837,tweet_id:1862345576270241900,"Determinado ang Comelec na panagutin ang mga opisyal ng Barangay na sangkot sa iregular na pagdami ng mga transferee ng mga botante sa Bgy. Carmen, Cagayan de Oro, Makati City at iba pang lugar sa bansa para sa #Halalan2025. | via ",
838,tweet_id:1862101002436125010,"Fwiw, this reminds of that time Estrada supporters complained about the mainstream media coverage of EDSA Tres.

Pero kahit nung EDSA Tres, mas marami pa rin ang dumalo roon. Pipitsugi lang talaga yung gathering nila.#Halalan2025#ImpeachSaraDuterteNOW",DuterteN
839,tweet_id:1860950294185890116,"Look, I know some of you guys have been clamoring for the impeachment of VP Sara Duterte. 

I personally am not fond of having her impeached. But my ghad, punyeta ANG TANGA NI SARA na magwarla ng husto at tuluyan bigyan ng basehan ang impeachment niya. #Halalan2025",
840,tweet_id:1860540243675680881,"A better tweet could’ve been: “Sa mga bumoto na na-scam, halina’t itama ang mali sa sunod na eleksyon”

But nope, gloating and shaming is a bigger priority apparently than organizing those that need change the most. :/ #Halalan2025",
841,tweet_id:1859561301753856028,Alexa Ilacad and KD Estrada joins the MYX Music Awards 2024 Watch the #MYXMusicAwards2024 Red Carpet LIVE exclusively on MYX Global TikTok. #VINZMYXMusicAwards2024#Halalan2025,
842,tweet_id:1859561048703176767,"The One and Only Amakabogera, Maymay Entrata is here at the MYX Music Awards Watch the #MYXMusicAwards2024 Red Carpet LIVE exclusively on MYX Global TikTok. #VINZMYXMusicAwards2024#Halalan2025",
843,tweet_id:1858544522290229248,Paka bastos talaga n'yang PUTANG INANG matandang matapobre na yan! Wag iboto sa #Halalan2025 si !,
844,tweet_id:1857200589756891232,". with fellow Sparkle singers for Panata Sa Bayan, the #Eleksyon2025 theme song #DapatTotoo  #JulieAnneSanJose",
845,tweet_id:1856714971696275635,"Dapat talaga may isang auditor sa Senado.
Buti na lang, tatakbo si former head of the Commission on Audit na si Heidi L. Mendoza sa #Halalan2025. Ang Waldas, Todas!",
846,tweet_id:1856696488539373967," Theme song ng ""Panata sa Bayan"" para sa #Eleksyon2025, inawit ng 15 Sparkle singers |  #DapatTotoo#JulieAnneSanJose | ",
847,tweet_id:1856666971275931789,"Introducing the voices of hope and unity!  

Meet the 15 incredible Sparkle singers behind ‘Panata sa Bayan,’ the official theme song for GMA Integrated News’ #Eleksyon2025 ",
848,tweet_id:1856647549584884085,"Kaisa ng ""Team Totoo"" ng GMA Integrated News ang 15 Sparkle singers na umawit ng ""Panata sa Bayan"" theme song ng #Eleksyon2025.

Katotohanan ang panata namin,
para magkaroon ng maayos, malinis at mapagkakatiwalaang eleksyon coverage.

Ang behind-the-scenes ng music video, abangan",
849,tweet_id:1856638492341580085,"Who killed Ka Lando Olalia and Ka Leonor Alay-ay?

Hint: Mga dating senador at coup plotter. Naging Senate President pa 'yung isa. 'Yung isa, tumatakbo pa sa #Halalan2025.",
850,tweet_id:1856595371721666632,"Sa nalalapit na #Eleksyon2025, panata ng GMA Integrated News na #DapatTotoo ang magkaroon ng maayos, malinis at mapagkakatiwalaang eleksyon coverage... para sa bayan at mamamayan!

Kaisa namin ang 15 Sparkle singers sa pangunguna nina Aicelle Santos-Zambrano, Kyline Alcantara, at",
851,tweet_id:1856003963255980129,"Sparkle artists, nagsanib-pwersa para bigyang-buhay ang theme song ng GMA News at GMA Public Affairs na 'Panata sa Bayan' para sa paparating na 2025 Midterm Elections. #Eleksyon2025 #DapatTotoo #PanataSaBayan  ",
852,tweet_id:1855876957222932480,Panata sa Bayan #JulieAnneSanJose #Eleksyon2025 #DapatTotoo #PanataSaBayan,
853,tweet_id:1855818083514175583,"WATCH: Sparkle artists join forces to give new life to GMA Integrated News and GMA Public Affairs' theme, 'Panata sa Bayan,' for the 2025 Midterm Elections. #Eleksyon2025 #DapatTotoo #PanataSaBayan",
854,tweet_id:1855790680192549156,"LOOK: Handa na ang entablado para sa Eleksyon 2025 Ceremonial Signing!

Ngayong Nobyembre 11, 2024, ang GMA Integrated News, katuwang ang iba't ibang organisasyon, ay buong puwersang ilulunsad ang pinakamalaki at komprehensibong coverage ng #Eleksyon2025.  

LIVE sa GMA Network,",
855,tweet_id:1855637628311502948,"""Nearly perfect"" is quite a stretch. Until now, it seems people are refusing to acknowledge that Leni had her own issues to deal with. It really boggles my mind why people still couldn't see it. #Halalan2025",
856,tweet_id:1855294029984076204,"Overheard:

They allow drugs to flood the streets because some politicians rely on drug money to fund their elections. Kababayan, never vote for politicians who are linked to the drug trade.#Halalan2025",
857,tweet_id:1855147258586841573,"Now, the challenge for the opposition is creating a compelling ""boogeyman"" that resonates with voters. To win in #Halalan2025, they need a strong narrative that captures public concern and offers a clear solution.",
858,tweet_id:1854070290198016353,"If the US is any indication, impeaching VP Sara isn't going to stop Filipinos from mindlessly voting her as the next President of the Philippines, kahit gaano pa kalala ang mga ginawa niyang paglulustay sa DepEd.#Halalan2025",
859,tweet_id:1854056327263449338,"Look at America now, and you'll see why I don't fantasize about migrating to another country.

Kahit pa layasan niyo pa ang Pinas, far-right politics is gonna creep at your door anyway. And since immigrant ka na, vulnerable ka na. #Halalan2025",
860,tweet_id:1854033006983532971,"Pilipinas, umayos tayo sa #Halalan2025. Dagdagan natin mga kaibigan ni Sen. Risa Hontiveros sa Senado at Kongreso.",
861,tweet_id:1854014493413855534,"Bawi na lang tayo sa #Halalan2025.

Senators:
1. Kiko Pangilinan
2. Bam Aquino
3-12. Bahala na kayo kung sinong trip niyo

PL:
ML (or bahala na rin kayo kung anong trip niyo)",Bam Aquino
862,tweet_id:1853803353144476132,DOBLE SERVICE CREDITS PARA SA MGA GURO AT IBA PANG TAGUMPAY! Panoorin at alamin ang mga detalye ng mga tagumpay mula sa naging dialogue! #TunayNaTinigNgTeachers#ServiceCredit #Halalan2025 #ElectionService,
863,tweet_id:1853659757988466740,"""It's Showtime"" host Ion Perez backs out from #Halalan2025, saying he still needs to prepare himself to be a public servant.
 
READ: abscbn.news/3Ca1rrA",
864,tweet_id:1853446852269777190,"LOOK: Ion Perez, hindi na itutuloy ang pagtakbo bilang konsehal 

“Hindi na po ako tatakbo or tutuloy bilang konsehal ng Concepcion, dahil gusto ko po munang ihanda ang sarili ko para hindi mapahiya sa inyo at mapaglingkuran kayo nang tama.”#IonPerez#Halalan2025",
865,tweet_id:1853322102033547728,"I think we should start opening ourselves on the idea of a presidential run for Kiko Pangilinan in 2028.

However, we'll get to that once Kiko successfully returns to the Senate in 2025.#Halalan2025",
866,tweet_id:1852376193485476022,"May pag-asa manalo sila Bam Aquino at Kiko Pangilinan sa #Halalan2025 basta lahat ng Kakampinks, Silang dalawa lang ang iboboto sa mga Senador!",Bam Aquino
867,tweet_id:1851793500104462512,Ang mga kakampi ng taumbayan sa Senado sa darating na #Halalan2025 #Eleksyon2025   #HeidiMendoza,
868,tweet_id:1851089132547691001,"We’ve seen sibling pairs in the Senate, as well as mother-and-son tandems. But three brothers? #PHVoteMore in this report by the Philippine Center for Investigative Journalism: trib.al/Kiu0Q3i",
869,tweet_id:1851087150504427912,"Kung gusto nyo madagdagan ng matitino sa Senado, si BAM AQUINO AT KIKO PANGILINAN LANG ANG IBOTO NYO. #Halalan2025",BAM AQUINO
870,tweet_id:1851066883124150520,"Ang tanglaw ng bayan sa darating na halalan, ang kabataan.  

At kasama nila, gawin nating malinaw at tiyak ang ating mga boto.   

Abangan.    #iTsekAngBoto #Halalan2025",
871,tweet_id:1850909060918550776,"Mga kabataan na new voters, nasa inyo ang kinabukasan ng Pilipinas. Parang awa nyo na, bumoto kayo ng wasto! #Halalan2025",
872,tweet_id:1850907527527203184,"Kung ang tanging silbi nina ""Sens."" Bato Dela Rosa, Bong Go at Francis Tolentino ay ipagtanggol si Duterte, wag na lang silang iboto sa #Halalan2025. Mag-apply na lang silang security ni Duterte. O kaya samahan na lang nila si Duterte sa ICC.",Bong Go
873,tweet_id:1850855033409061205,"Pasig City Mayor Vico Sotto submitted a letter to Comelec that outlined concerns about Sarah Discaya's candidacy for mayor due to her connections with a construction firm that may impact election credibility. #Halalan2025 

READ: news.abs-cbn.com/news/2024/10/2
…",
874,tweet_id:1850815680104546613,Kawawa naman si Senator Risa Hontiveros sa Senado. Nag-iisa lang siya. Kaya dapat talaga maging solid ang Kakampinks para manalo sila Bam Aquino at Kiko Pangilinan sa #Halalan2025,Bam Aquino
875,tweet_id:1850789333760131123,"There are at least 5 ways political dynasties are able to stay in power, based on the electoral plans for May 2025 of district representatives belonging to political clans. #PHvoteREAD: pcij.org/2024/10/27/5-w
…",
876,tweet_id:1850768378757341395,"Ang tanglaw ng bayan sa darating na halalan, ang kabataan.  

At kasama nila, gawin nating malinaw at tiyak ang ating mga boto.   

Abangan.   #iTsekAngBoto #Halalan2025",
877,tweet_id:1850457276345106442,"Nagtataka pa ba kayo kung bakit lubog ang Bicol?

Oct 13: 11 Chinese, arestado sa illegal mining sa Camarines Norte. Ayon sa report, hindi lamang ito ang iilegal mining sa Camarines. Meron din sa Jose Panganiban, atbp.

Gising! Dapat alam n’yo na ang gawin n’yo sa #halalan2025!",
878,tweet_id:1850412923967136137,"5 ways Philippine dynasties are able to stay in power

In the current 19th Congress, 142 district representatives are reelectionists belonging to political dynasties, PCIJ’s own count shows. At least 67 others are seeking higher positions or switching with family members. #PHvote",
879,tweet_id:1850380791337144543,"Camarines Sur 4th District Rep. Arnie Fuentebella, who will face actor Marco Gumabao in #Halalan2025, donated 5,000 relief packs to Rodriguez' donation drive.",
880,tweet_id:1850334981379547554,"8 in every 10 district reps belong to dynasties. More than half are reelectionists in 2025

Can Congress be expected to pass an anti-dynasty law?

Read PCIJ's latest report: pcij.org/2024/10/26/low
… #PHvote",
881,tweet_id:1850168925939790247,"7.Grabe ung Acting ni Marian Rivera pang Best Actress talaga.
8.Pumili naman tayo ng karapat-dapat na mamumuno sa ating Bayan.
9.Maging mapagmatyag at huwag kalimutan ang nakaraan.
10.Manood ka na ng BALOTA.MAGANDA TALAGA!#balota #MarianRivera #Eleksyon2025 #post",
882,tweet_id:1850112724673450306,"CAMARINES SUR, kung iboboto n’yo pa ang pamilyang Villafuerte, lulubog at lulubog talaga kayo. Sana naman matuto na kayo ngayon. Kung mananalo pa sila ngayong #halalan2025, sorry pero isa lang ang ibig sabhin, gusto n’yo talagang lumubog. #KristinePH",
883,tweet_id:1849754196565778857,"Meet the ‘obese’ political dynasties of the Philippines

At least two dozen political dynasties are aiming for five to 11 seats after May 2025 elections.

Read: pcij.org/2024/10/25/fat
… #PHvote",
884,tweet_id:1849483709982130188,Boat Buying to the nth power#KristinePH#Halalan2025,
885,tweet_id:1849077938437943387,"Former VP Leni Robredo, Albay Acting Gov. Glenda Ong-Bongao, and Tabaco City Mayor Krisel Lagman are leading relief operations for their constituents affected by Typhoon #KristinePH.

All three women are running for #Halalan2025. ",
886,tweet_id:1848987810390544582,"PBA Party-list Rep. Migs Nograles went live on Facebook this Wednesday to show herself undergoing a hair follicle drug test.
Earlier, she challenged her #Halalan2025 opponent, Davao City 1st District Rep. Paolo Duterte, to take a new drug test after he posted a negative result",
887,tweet_id:1848568062804693123,"Social media platforms, tech companies, and the Commission on Elections are joining forces to combat misinformation and disinformation in relation to the upcoming elections. #Halalan2025 

Know other companies that also pledged their support to the Comelec:",
888,tweet_id:1848271917201146104,"LOOK: Commission on Election (Comelec) Chairperson Atty. George Erwin Garcia emphasized the need to communicate measures on future elections and address voter's education crisis in the Philippines earlier today, Oct. 21.#Halalan2025",
889,tweet_id:1848001634544295963,"Tama, mga loyalista. Wag nang iboto ang mga Duterte at DDS sa Senado at Kongreso sa #Halalan2025.

Iboto niyo na lang sina Kiko, Bam at Leila (ML Party-list) na handang makipagtulungan kesa kina Bong Go , Bato, etc. na mga solid DDS.",Bong Go
